question,type,run,verdict
Did Li Hua ask Jennifer Moore for book recommendations on fitness nutrition before she announced the special guest speaker at the gym?,Multi,3,accurate
What does Briar think about Real Madrid's chances for the rest of the season?,Single,3,accurate
What game does Dyllan recall for its intimate feel and dialogue?,Single,3,accurate
Who introduced the bread delivery service and recommend Alice for the delivery?,Multi,3,accurate
What does ThaneChambers think about the new games?,Single,3,accurate
What game does LiHua mention for exploring themes of choice & consciousness & humanity?,Single,3,accurate
When is ChaeSong-hwa hosting the community medical knowledge lecture?,Single,3,accurate
What local dish did WolfgangSchulz try in Prague?,Single,3,accurate
How does Rowan describe Cersei's transformation throughout the series?,Single,3,accurate
What part of Black Myth: Wukong does ThaneChambers like the most?,Single,3,error
What aspect of Rodri's performance does Henley praise?,Single,3,accurate
Who does LiHua pick as the best football manager of all time?,Single,3,accurate
What is Thane's favorite type of food that he enjoys while playing video games?,Null,3,accurate
What places in Europe does WolfgangSchulz remember as stunning in Europe?,Single,3,accurate
What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,Null,3,accurate
What does Lachlan find haunting about Cersei's end?,Single,3,accurate
When is the construction of the garden supposed to start?,Single,3,accurate
What opportunity did LiHua create for Chae to meet Wolfgang and Yuriko?,Multi,3,error
Which game does ThaneChambers recommend for its choice-based storytelling?,Single,3,accurate
What kind of songs are Li Hua and Chae Song-hwa considering adding to their playlist for babies?,Single,3,neither
What does LiHua want to know about WolfgangSchulz's pizza preference?,Single,3,accurate
Which theme of Westworld resonates the most for LiHua?,Single,3,accurate
What time is Li Hua's lunch with Wolfgang Schulz at the cozy café downtown?,Single,3,neither
Did Turalyon announce the construction updates and feedback from residents after Illidan Stormrage complained about the construction noise?,Multi,3,error
What does ThaneChambers think about Sekiro: Shadows Die Twice?,Single,3,accurate
What feature are they hoping for in the new game?,Single,3,accurate
Did the group members talk about their favorite characters in the TV series Game of Thrones after Emily started a vote on the most hateable character?,Multi,3,accurate
What drinks does WolfgangSchulz want to have while watching the movie?,Single,3,accurate
When does Li Hua plan to celebrate Chinese Lunar New Year?,Single,3,accurate
"Who is ThaneChambers' favorite character in ""Octopath Traveler""?",Single,3,accurate
What is LiHua's feeback on Hailey's new artisanal donuts?,Single,3,neither
What dietary restrictions does LiHua have in his conversation with Hailey?,Single,3,accurate
What is the purpose of going to the grocery store on 20260923 according to WolfgangSchulz?,Single,3,neither
What game does Dyllan describe as epic for its samurai culture?,Single,3,accurate
How does LiHua feel about the upcoming karaoke night?,Single,3,accurate
Where do they plan to meet for soccer practice?,Single,3,accurate
What does GromHellscream suggest to brighten the area in the evening?,Single,3,neither
What does LiHua suggest they should do as the series unfolds?,Single,3,accurate
When is the karaoke activity organized by ChaeSong-hwa?,Single,3,accurate
What was ThaneChambers' favorite horse-related side quest in Red Dead Redemption 2?,Single,3,neither
What does Gavriel think about crafting systems?,Single,3,neither
"What aspect of ""Black Myth: Wukong"" does LiHua find the most impressive?",Single,3,accurate
Who suggested Li Hua keep a clear log of all the changes requested by the client?,Single,3,neither
What time does Turalyon plan to limit noisy activities?,Single,3,neither
What aspect of Guardiola's career does JakeWatson admire?,Single,3,accurate
What books does Jennifer recommend to LiHua for deepening understanding of fitness nutrition?,Single,3,neither
What is Jake's first tip for avoiding soccer injuries?,Single,3,accurate
Who is delivering the bread to Li Hua on 20260403?,Single,3,neither
What do LiHua and Wolfgang plan to do together according to their conversation on 20261017?,Single,3,neither
What type of combat does Gavriel prefer in games?,Single,3,accurate
Did Li Hua provide feedback to Jennifer Moore on his new meal plan before he asked her for advice on a healthy meal plan?,Multi,3,accurate
What does Thrall suggest they create to support local businesses?,Single,3,error
What new pastry does Hailey think is perfect for a fitness lover like Li Hua?,Single,3,accurate
What type of pizza does WolfgangSchulz prefer?,Single,3,neither
What type of equipment does Wolfgang Schulz use when he works out at the gym?,Null,3,error
What movie did Li Hua and Wolfgang decide to watch together on New Year's Eve 2026?,Null,3,accurate
What type of exercises does Jake recommend for strength training?,Single,3,neither
What time will Li Hua and Wolfgang meet for breakfast on the morning of the 9th?,Null,3,accurate
What type of stretches does JenniferMoore suggest before and after workouts?,Single,3,accurate
"Who is LiHua's favorite actor in ""Chernobyl""?",Single,3,accurate
What TV show does EmilyBurnett recommend LiHua to watch?,Single,3,accurate
What are some of Jennifer Moore's tips for dealing with muscle soreness?,Single,3,accurate
Did Li Hua share a blog post about his recent fitness achievements after Jennifer sent him a motivational message?,Multi,3,error
How does Bronwyn describe the epilogue of the game Red Dead Redemption 2?,Single,3,accurate
How does TirionFordring emphasize the importance of balancing the garden renovation with supporting local vendors?,Single,3,accurate
What type of protein shake does Li Hua prefer to drink before his workout sessions?,Null,3,accurate
What is the phone number for the maintenance worker that Adam Smith provided to Li Hua for the broken streetlight?,Single,3,accurate
What is Li Hua's suggestion for scheduling the water pipe repairs in the garden?,Single,3,accurate
Who is considering buying Sekiro: Shadows Die Twice and asks for ThaneChambers' opinion?,Single,3,accurate
What could Jaime and Brienne have done to rebuild trust according to Merrick?,Single,3,accurate
"Did Yuriko tell Li Hua about booking a seat at the ""Central Perk"" cafe before Li Hua sent her a message to confirm the details of their next meeting?",Multi,3,error
What new components are being added to the garden project as Turalyon announces it on 20260806?,Single,3,neither
When is the anniversary event of Hailey Johnson's bakery shop?,Single,3,accurate
"What new species of flowers will be featured in the community garden renovation, according to the feedback provided by Li Hua during the progress reports?",Null,3,error
How does strength training help prevent soccer injuries?,Single,3,accurate
What does Li Hua think about improvisation during the jam session?,Single,3,accurate
What TV show does EmilyBurnett recommend to Li Hua after discussing Succession?,Single,3,accurate
Who proposes that the band takes a break from jamming this week?,Single,3,error
Who invites Li Hua to join the community bake sale?,Single,3,accurate
What song does Yuriko propose that the band can practice this weekend according to the band's discussion on 20260703?,Single,3,error
Who suggests doing a group purchase of the new games?,Single,3,neither
Did Li Hua ask Jennifer for advice on how to prevent muscle soreness after an intense workout session before he told her that he feels soreness in his arm muscles after the workout this week?,Multi,3,error
What does Giselle emphasize about passing drills?,Single,3,accurate
What strategy did Li Hua use to score a goal in the championship match against their rival team?,Null,3,accurate
