key,luot,verdict
"vec_s202|What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",3,accurate
"vec_s303|What did Li Hua eat for dinner on January 20, 2026?",3,accurate
b2_s202|What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,3,accurate
b1_s303|What are the specific reasons why Li Hua prefers classical music over pop music in their discussions?,3,accurate
v3|What are the reasons behind Jennifer and Li Hua's decision to change their training routine for the following month?,3,error
"b2_s202|What did Li Hua eat for dinner on January 20, 2026?",3,accurate
v3_r2|What is the name of the concert that Wolfgang and Li Hua will attend on March 7th?,3,accurate
b1_s202|What is the nutritional value of the new line of high-protein breads compared to traditional white bread?,3,accurate
b1_s101|What type of dessert did Wolfgang plan to have with Li Hua after their hot pot dinner on a different day?,3,accurate
vec|What were Raze's personal reasons for becoming a fitness coach before discussing pull-up techniques?,3,accurate
v3_r2|What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,3,accurate
"v3|What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",3,accurate
b1_s303|What alternative training sports does Li Hua consider besides the current routine mentioned in his conversation with Jennifer?,3,accurate
b2_s202|What strategy did Li Hua use to score a goal in the championship match against their rival team?,3,accurate
vec|What movie did Li Hua and Wolfgang decide to watch together on New Year's Eve 2026?,3,accurate
b1_s101|What type of protein shake does Li Hua prefer to drink before his workout sessions?,3,accurate
v3_r2|What is the nutritional value of the new line of high-protein breads compared to traditional white bread?,3,accurate
"b1_s303|What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",3,accurate
b1_s101|What is the name of the concert that Wolfgang and Li Hua will attend on March 7th?,3,accurate
b2_s303|What specific construction projects were discussed at the meeting between Turalyon and the residents regarding noise control?,3,error
v3_r2|What strategy did Li Hua use to score a goal in the championship match against their rival team?,3,accurate
b2_s202|What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,3,accurate
b2_s202|What is the name of the last song Wolfgang played using the new drum practice app?,3,accurate
vec_s303|What specific diet did Li Hua follow to achieve his fitness results that Jennifer Moore recommended?,3,error
"b2_s101|What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",3,accurate
vec_s202|What are the specific reasons why Li Hua prefers classical music over pop music in their discussions?,3,accurate
b1_s101|What flavor of cake did Hailey plan to bake for the bakery's anniversary celebration in February?,3,accurate
b2_s303|What is the favorite type of music that Li Hua and Yuriko plan to play together?,3,error
vec_s303|What is the name of the last song Wolfgang played using the new drum practice app?,3,accurate
"b1_s101|What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",3,error
vec|What strategy did Li Hua use to score a goal in the championship match against their rival team?,3,accurate
b1_s101|What were Raze's personal reasons for becoming a fitness coach before discussing pull-up techniques?,3,accurate
vec|What type of flowers were planted in the garden based on the residents' suggestions discussed by Turalyon?,3,error
b1_s303|What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,3,accurate
v3_r2|What type of special dietary restrictions does Li Hua follow when preparing meals for his family?,3,accurate
b2_s101|What specific colors of paint does Li Hua plan to use for the basement walls after decorating with potted plants?,3,accurate
vec|What type of dessert did Wolfgang plan to have with Li Hua after their hot pot dinner on a different day?,3,accurate
"vec|What is the total cost of the air conditioner installation, including labor and materials, if Li Hua had previously discussed a budget of $2,000 with a different contractor?",3,accurate
v3|What flavor of new bread products did Li Hua really enjoy at the bakery's anniversary event?,3,error
"b2_s202|What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",3,error
b1_s101|What color did Li Hua paint his house before the community garden renovation began?,3,accurate
b2_s202|What is the exact reason for Li Hua's unexpected work meeting on Thursday?,3,accurate
b1_s101|What specific gifts did Wolfgang buy for Li Hua during his trip to Hong Kong?,3,accurate
b1_s303|What type of protein shake does Li Hua prefer to drink before his workout sessions?,3,accurate
v3_r3|What are the specific reasons why Li Hua prefers classical music over pop music in their discussions?,3,accurate
b1_s101|What specific dietary changes did Li Hua implement in his training regimen as a result of Jennifer's advice on endurance and flexibility?,3,accurate
vec_s202|What is the nutritional value of the new line of high-protein breads compared to traditional white bread?,3,accurate
vec_s202|What strategy did Li Hua use to score a goal in the championship match against their rival team?,3,accurate
vec_s303|What type of fusion music does Wolfgang Schulz plan to create with Li Hua during their weekend trip to the music store?,3,error
"vec|What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",3,accurate
b2_s303|What type of traditional games did Wolfgang Schulz play with Li Hua during the Lunar New Year celebration?,3,accurate
vec_s303|What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,3,accurate
"b1_s202|What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",3,error
"b2_s101|What is the total cost of the air conditioner installation, including labor and materials, if Li Hua had previously discussed a budget of $2,000 with a different contractor?",3,accurate
b1_s303|What is the amount of rent Li Hua owes to Adam Smith for the months of April and May?,3,accurate
"v3|What is the total cost of the air conditioner installation, including labor and materials, if Li Hua had previously discussed a budget of $2,000 with a different contractor?",3,accurate
vec_s202|What type of cake does Li Hua plan to bring to the meeting with Yuriko to celebrate her studio's homepage redesign?,3,accurate
b1_s101|What is the name of the last song Wolfgang played using the new drum practice app?,3,accurate
vec_s202|What type of flowers were planted in the garden based on the residents' suggestions discussed by Turalyon?,3,error
"b1_s303|What is the name of the restaurant where Li Hua and Wolfgang had dinner on the night of June 9, 2026?",3,accurate
v3|What type of cake does Li Hua plan to bring to the meeting with Yuriko to celebrate her studio's homepage redesign?,3,accurate
"b1_s101|What specific techniques did Li Hua use to prepare for a marathon race that took place on September 1, 2026?",3,accurate
vec_s303|What type of dessert did Wolfgang plan to order for Li Hua during their dinner celebration?,3,accurate
"b2_s303|What type of air-conditioner did Li Hua select for Adam's living room, and how does its temperature regulation compare to the one in the basement?",3,accurate
b2_s101|What is the nutritional value of the new line of high-protein breads compared to traditional white bread?,3,accurate
b2_s303|What flavor of cake did Hailey plan to bake for the bakery's anniversary celebration in February?,3,accurate
"b2_s303|What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",3,error
vec|What color did Li Hua paint his house before the community garden renovation began?,3,accurate
